# PP3 device database for version 0.95
# 
# name   flash page  ID  mask family_type
# flash size and page size in bytes 1 WORD = 2 BYTES
# 
# PIC16 family
18f87j10  131072 64 1760 FFE0 CF_P18F_B
18f87j11  131072 64 4520 FFE0 CF_P18F_B
18f87j50  131072 64 4220 FFE0 CF_P18F_B
18f87j72  131072 64 5060 FFE0 CF_P18F_B
18f87j90  131072 64 50A0 FFE0 CF_P18F_B
18f87j93  131072 64 50E0 FFE0 CF_P18F_B
18f66j60  65536  64 1800 FFE0 CF_P18F_B
18f66j65  98304  64 1F00 FFE0 CF_P18F_B
18f67j60  131072 64 1F20 FFE0 CF_P18F_B
18f86j60  65536  64 1820 FFE0 CF_P18F_B
18f86j65  98304  64 1F40 FFE0 CF_P18F_B
18f87j60  131072 64 1F60 FFE0 CF_P18F_B
18f96j60  65536  64 1840 FFE0 CF_P18F_B
18f96j65  98304  64 1F80 FFE0 CF_P18F_B
18f97j60  131072 64 1FA0 FFE0 CF_P18F_B
# PIC18FxxJxx LCD family with 16 config bytes
18f97j94  131072 64 62A0 FFE0 CF_P18F_C
18f96j99  98304  64 62C0 FFE0 CF_P18F_C
18f96j94  65536  64 62E0 FFE0 CF_P18F_C
18f95j94  32768  64 6300 FFE0 CF_P18F_C
18f87j94  131072 64 6320 FFE0 CF_P18F_C
18f86j99  98304  64 6340 FFE0 CF_P18F_C
18f86j94  65536  64 6360 FFE0 CF_P18F_C
18f85j94  32768  64 6380 FFE0 CF_P18F_C
18f67j94  131072 64 63A0 FFE0 CF_P18F_C
18f66j99  98304  64 63C0 FFE0 CF_P18F_C
18f66j94  65536  64 63E0 FFE0 CF_P18F_C
18f65j94  32768  64 6400 FFE0 CF_P18F_C
# low pin 18Fxxk80 devices
18f66k80  65536  64 60E0 FFE0 CF_P18F_D
18f46k80  65536  64 6100 FFE0 CF_P18F_D
18f26k80  65536  64 6120 FFE0 CF_P18F_D
18f65k80  32768  64 6140 FFE0 CF_P18F_D
18f45k80  32768  64 6160 FFE0 CF_P18F_D
18f25k80  32768  64 6180 FFE0 CF_P18F_D
18lf66k80 65536  64 61C0 FFE0 CF_P18F_D
18lf46k80 65536  64 61E0 FFE0 CF_P18F_D
18lf26k80 65536  64 6200 FFE0 CF_P18F_D
18lf65k80 32768  64 6220 FFE0 CF_P18F_D
18lf45k80 32768  64 6240 FFE0 CF_P18F_D
18lf25k80 32768  64 6160 FFE0 CF_P18F_D
# high pin K22 devices
18f65k22  32768  64 5300 FFE0 CF_P18F_E
18f65k90  32768  64 5240 FFE0 CF_P18F_E
18f66k22  65536  64 52C0 FFE0 CF_P18F_E
18f66k90  65536  64 52C0 FFE0 CF_P18F_E
18f67k22  131072 64 5180 FFE0 CF_P18F_E
18f67k90  131072 64 5100 FFE0 CF_P18F_E
18f85k22  32768  64 5360 FFE0 CF_P18F_E
18f85k90  32768  64 52A0 FFE0 CF_P18F_E
18f86k22  65536  64 5320 FFE0 CF_P18F_E
18f86k90  65536  64 5260 FFE0 CF_P18F_E
18f87k22  131072 64 51C0 FFE0 CF_P18F_E
18f87k90  131072 64 5140 FFE0 CF_P18F_E
